"base_asset_id","base_exchange_symbol","market_pair_count_observed","market_observation_count_observed","current_candidate_count","current_candidate_ids","current_candidate_names","pair_count_status","observation_count_status","exchange_symbol_status","candidate_json_parse_status","candidate_json_count_status","candidate_id_set_status","candidate_json_sha256_status","source_mapping_approved","cfa_mapping_decision","cfa_mapping_review_state"
"VANRY","VANRY","2","7612","2","vanar-chain|vanar-chain-2","Vanar|Vanar Chain [OLD]","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"YFI","YFI","2","7446","2","yearn-finance|yfi","yearn.finance|YFI","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"NOT","NOT","2","7442","2","notcoin|nothing-3","Notcoin|Nothing","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"DBR","DBR","2","7358","2","debridge|dola-borrowing-right","deBridge|DOLA Borrowing Right","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"T","T","2","6975","2","talos-2|threshold-network-token","Talos|Threshold Network","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"AUCTION","AUCTION","2","6926","2","auction|house-3","Bounce|House","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"POLIS","POLIS","2","6865","2","polis|star-atlas-dao","Polis|Star Atlas DAO","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"FIS","FIS","2","6307","2","fidelity-national-information-services-dinari-tokenized-stock|stafi","Fidelity National Information Services (Dinari Tokenized Stock)|Stafi","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"MUBARAK","MUBARAK","2","5821","2","mubarak|mubarak-sol","Mubarak|Mubarak Sol","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"CLV","CLV","2","5737","2","clevernode|clover-finance","Clevernode|Clover Finance","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"TRU","TRU","2","5549","2","truebit-protocol|truefi","Truebit Protocol|TrueFi","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"METIS","METIS","2","5073","2","medusa-metis|metis-token","Medusa|Metis","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"ZETA","ZETA","2","5071","2","zetachain|zeta-global-holdings-corp-robinhood-token","Zeta Global Holdings Corp. • Robinhood Token|ZetaChain","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"MNT","MNT","2","4540","2","mantle|mundoteam","Mantle|Mundoteam","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"MAT","MAT","2","4452","2","matchain|my-master-war","Matchain|My Master War","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"CHR","CHR","2","4282","2","chromaway|chronos-finance","Chromia|Chronos Finance","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"WOO","WOO","2","4072","2","woo|woo-network","WOO|ウー","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"ME","ME","2","3858","2","literally-me|magic-eden","Literally Me|Magic Eden","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"XRT","XRT","2","3740","2","robonomics-network|robonomics-network-2","Robonomics Network|Robonomics Network [OLD]","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"G","G","2","3236","2","giants-protocol|g-token","Giants Protocol|Gravity (by Galxe)","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"BNC","BNC","2","3136","2","bifrost-native-coin|bnc","Bifrost|BNC","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"ADX","ADX","2","2977","2","adex|adrena","Adrena|heyAura","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"HDX","HDX","2","2368","2","home-depot-xstock|hydradx","Home Depot xStock|Hydration","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"CYBER","CYBER","2","2358","2","cyberconnect|cyberpunk-city","CYBER|Cyberpunk City","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"DEEP","DEEP","2","2340","2","deep|deeployer","DeepBook|Deeployer","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"STEP","STEP","2","1906","2","step|step-finance","Step|Step Finance","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"USDS","USDS","2","577","2","sperax-usd|usds","Sperax USD|USDS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"ORDER","ORDER","2","529","2","order-3|orderly-network","ORDER|Orderly","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"TUSD","TUSD","2","293","2","bridged-trueusd|true-usd","Bridged TrueUSD|TrueUSD","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"METH","METH","2","40","2","mantle-staked-ether|mirrored-ether","Mantle Staked Ether|Mirrored Ether","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"XXBT","XBT","13","703118","1","xbt","XBT","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"XXMR","XMR","5","179297","1","monero","Monero","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"SUI","SUI","3","153219","1","sui","Sui","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"XXLM","XLM","4","134598","1","stellar","Stellar","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"AAVE","AAVE","5","103577","1","aave","Aave","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"KAS","KAS","2","101294","1","kaspa","Kaspa","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"PENGU","PENGU","4","99436","1","pudgy-penguins","Pudgy Penguins","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"USDQ","USDQ","4","97732","1","quantoz-usdq","Quantoz USDQ","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"ATOM","ATOM","7","94542","1","cosmos","Cosmos Hub","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"SPX","SPX","2","94129","1","spx6900","SPX6900","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"ONDO","ONDO","2","91869","1","ondo-finance","Ondo","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"XCN","XCN","2","86192","1","chain-2","Onyxcoin","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"POPCAT","POPCAT","3","83128","1","popcat","Popcat","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"KAITO","KAITO","2","75800","1","kaito","KAITO","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"SYRUP","SYRUP","2","73863","1","syrup","Maple Finance","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"FET","FET","2","73374","1","fetch-ai","Artificial Superintelligence Alliance","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"RENDER","RENDER","2","70042","1","render-token","Render","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"TITCOIN","TITCOIN","2","67474","1","titcoin-2","titcoin","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"PAXG","PAXG","4","61050","1","pax-gold","PAX Gold","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"AI16Z","AI16Z","4","60380","1","ai16z","ai16z","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"VIRTUAL","VIRTUAL","4","60301","1","virtual-protocol","Virtuals Protocol","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"EIGEN","EIGEN","2","60135","1","eigenlayer","EigenCloud (prev. EigenLayer)","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"USDG","USDG","2","57903","1","global-dollar","Global Dollar","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"SCRT","SCRT","2","55923","1","secret","Secret","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"AXS","AXS","2","55280","1","axie-infinity","Axie Infinity","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"INJ","INJ","2","52952","1","injective-protocol","Injective","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"FLR","FLR","2","47932","1","flare-networks","Flare","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"ICP","ICP","2","44892","1","internet-computer","Internet Computer","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"ENA","ENA","2","43360","1","ethena","Ethena","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"IMX","IMX","2","42274","1","immutable-x","Immutable","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"MELANIA","MELANIA","4","41899","1","melania-meme","Melania Meme","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"WAL","WAL","2","41537","1","walrus-2","Walrus","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"ICX","ICX","2","41219","1","icon","ICON","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"JASMY","JASMY","2","40813","1","jasmycoin","JasmyCoin","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"LOCKIN","LOCKIN","2","39564","1","lock-in","LOCK IN","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"GRT","GRT","4","38735","1","the-graph","The Graph","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"GUN","GUN","2","37697","1","gunz","Gunz","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"GRIFFAIN","GRIFFAIN","2","36316","1","griffain","GRIFFAIN","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"KSM","KSM","3","35724","1","kusama","Kusama","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"SGB","SGB","2","35448","1","songbird","Songbird","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"MKR","MKR","3","34856","1","maker","Maker","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"GALA","GALA","2","32129","1","gala","GALA","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"ZEREBRO","ZEREBRO","2","31669","1","zerebro","Zerebro","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"APT","APT","2","31053","1","aptos","Aptos","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"PYTH","PYTH","2","30563","1","pyth-network","Pyth Network","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"TEER","TEER","2","29961","1","integritee","Integritee","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"RAY","RAY","2","28275","1","raydium","Raydium","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"MXC","MXC","2","28005","1","mxc","MXC","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"CPOOL","CPOOL","2","27449","1","clearpool","Clearpool","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"AERO","AERO","2","26639","1","aerodrome-finance","Aerodrome Finance","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"LPT","LPT","2","26572","1","livepeer","Livepeer","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"BERA","BERA","4","26056","1","berachain-bera","Berachain","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"WCT","WCT","2","25614","1","connect-token-wct","WalletConnect Token","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"MINA","MINA","4","25594","1","mina-protocol","Mina Protocol","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"LMWR","LMWR","2","25594","1","limewire-token","LimeWire","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"COMP","COMP","3","25461","1","compound-governance-token","Compound","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"FLOKI","FLOKI","2","25323","1","floki","FLOKI","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"XETC","ETC","4","25317","1","ethereum-classic","Ethereum Classic","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"STX","STX","2","25185","1","blockstack","Stacks","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"REN","REN","2","24822","1","republic-protocol","Ren","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"ACH","ACH","2","24647","1","alchemy-pay","Alchemy Pay","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"RIZE","RIZE","2","24186","1","rize","RIZE","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"API3","API3","2","23614","1","api3","Api3","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"SNX","SNX","3","23520","1","havven","Synthetix","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"HNT","HNT","2","22513","1","helium","Helium","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"LOFI","LOFI","2","22344","1","lofi-2","LOFI","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"ZORA","ZORA","2","21945","1","zora","Zora","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"WLD","WLD","2","21882","1","worldcoin-wld","Worldcoin","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"NANO","NANO","2","21706","1","nanopay","nanopay","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"PLUME","PLUME","2","20636","1","plume","Plume","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"PUFFER","PUFFER","2","20416","1","puffer-finance","Puffer","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"JAILSTOOL","JAILSTOOL","2","20155","1","stool-prisondente","Stool Prisondente","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"PENDLE","PENDLE","2","19759","1","pendle","Pendle","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"ELX","ELX","2","19564","1","elixir-finance","Elixir","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"LCX","LCX","2","19047","1","lcx","LCX","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"AIXBT","AIXBT","2","18186","1","aixbt","aixbt","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"ENJ","ENJ","2","18032","1","enjincoin","Enjin Coin","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"ORCA","ORCA","2","17571","1","orca","Orca","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"CELO","CELO","2","17331","1","celo","Celo","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"SXT","SXT","2","17263","1","space-and-time","Space and Time","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"NOS","NOS","2","17192","1","nosana","Nosana","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"REZ","REZ","2","17007","1","renzo","Renzo","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"PHA","PHA","2","16531","1","pha","PHALA","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"KAVA","KAVA","2","16351","1","kava","Kava","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"DYM","DYM","2","16290","1","dymension","Dymension","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"MEW","MEW","2","16253","1","cat-in-a-dogs-world","cat in a dogs world","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"SAGA","SAGA","2","16150","1","saga-2","Saga","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"ETHW","ETHW","3","15462","1","ethereum-pow-iou","EthereumPoW","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"ETHFI","ETHFI","2","15199","1","ether-fi","Ether.fi","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"CXT","CXT","2","15097","1","covalent-x-token","Covalent X Token","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"UFD","UFD","2","14698","1","unicorn-fart-dust","Unicorn Fart Dust","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"OGN","OGN","2","14622","1","origin-protocol","Origin Token","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"XMLN","MLN","3","14570","1","melon","Enzyme","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"ZRO","ZRO","2","14553","1","layerzero","LayerZero","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"L3","L3","2","14374","1","layer3","Layer3","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"RSR","RSR","2","14096","1","reserve-rights-token","Reserve Rights","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"RLUSD","RLUSD","3","13853","1","ripple-usd","Ripple USD","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"BTT","BTT","2","13791","1","bittorrent","BitTorrent","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"PONKE","PONKE","2","13701","1","ponke","PONKE","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"CHZ","CHZ","2","13587","1","chiliz","Chiliz","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
